verbatimScientificName,decimalLongitude,decimalLatitude
Quercus austrina,NA,NA
Quercus austrina,NA,NA
Quercus austrina,NA,NA
Quercus austrina,NA,NA
Quercus austrina,NA,NA
Quercus austrina,NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina (Small),NA,NA
Quercus austrina Small,-82.3442,29.6453
Quercus austrina Small,-85.15028,31.55333
Quercus austrina Small,-84.11455,31.7721
Quercus austrina Small,-80.919782,32.201129
Quercus austrina Small,-87.543611,32.231667
Quercus austrina Small,-87.71612,32.496802
Quercus austrina Small,-88.87695,32.55194
Quercus austrina Small,-87.02028,33.02417
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus austrina Small,NA,NA
Quercus boyntoni,NA,NA
Quercus boyntoni,NA,NA
Quercus boyntoni,NA,NA
Quercus boyntoni,NA,NA
Quercus boyntoni,NA,NA
Quercus boyntoni,NA,NA
Quercus boyntoni,NA,NA
Quercus boyntoni,NA,NA
Quercus boyntoni,NA,NA
Quercus boyntoni,NA,NA
Quercus boyntoni,NA,NA
Quercus boyntoni,NA,NA
Quercus boyntonii,-86.711111,33.044167
Quercus boyntonii,-86.890607,33.447865
Quercus boyntonii,-86.156314,34.03314
Quercus boyntonii,-86.066662,34.095045
Quercus boyntonii,-86.029621,34.147367
Quercus boyntonii,-86.15751,34.164894
Quercus boyntonii,-86.182376,34.192583
Quercus boyntonii,NA,NA
Quercus boyntonii,NA,NA
Quercus boyntonii,NA,NA
Quercus boyntonii,NA,NA
Quercus boyntonii,NA,NA
Quercus boyntonii,NA,NA
Quercus boyntonii,NA,NA
Quercus boyntonii,NA,NA
Quercus boyntonii,NA,NA
Quercus boyntonii,NA,NA
Quercus boyntonii,NA,NA
Quercus boyntonii,NA,NA
Quercus boyntonii,NA,NA
Quercus boyntonii,NA,NA
Quercus boyntonii,NA,NA
Quercus boyntonii (Beadle),NA,NA
Quercus boyntonii (Beadle),NA,NA
Quercus boyntonii (Beadle),NA,NA
Quercus boyntonii (Beadle),NA,NA
Quercus boyntonii (Beadle),NA,NA
Quercus boyntonii (Beadle),NA,NA
Quercus boyntonii Beadle,-86.71111,33.04417
Quercus boyntonii Beadle,-86.28638,33.72833
Quercus boyntonii Beadle,-86.27528,33.92833
Quercus boyntonii Beadle,-86.03139,34.04667
Quercus boyntonii Beadle,-86.54639,34.06861
Quercus boyntonii Beadle,-86.54639,34.06861
Quercus boyntonii Beadle,NA,NA
Quercus boyntonii Beadle,NA,NA
Quercus boyntonii Beadle,NA,NA
Quercus boyntonii Beadle,NA,NA
Quercus boyntonii Beadle,NA,NA
Quercus boyntonii Beadle,NA,NA
Quercus canbyi,-99.205444,23.606078
Quercus canbyi,-99.205155,23.629478
Quercus canbyi,-99.765046,23.947224
Quercus canbyi,-98.96,24.54167
Quercus canbyi,-99.974564,24.692371
Quercus canbyi,-99.87756,24.70547
Quercus canbyi,-99.87834,24.706369
Quercus canbyi,-99.862426,24.708614
Quercus canbyi,-99.862289,24.708675
Quercus canbyi,-99.78056,24.71056
Quercus canbyi,-100.07369,24.819809
Quercus canbyi,-100.008141,25.076452
Quercus canbyi,-99.987839,25.096216
Quercus canbyi,-99.946867,25.115476
Quercus canbyi,-100.13333,25.18333
Quercus canbyi,-100.181999,25.342934
Quercus canbyi,-100.15,25.35
Quercus canbyi,-100.241735,25.382029
Quercus canbyi,-100.248807,25.39501
Quercus canbyi,-100.147669,25.405797
Quercus canbyi,-100.262775,25.411914
Quercus canbyi,-100.27565,25.536091
Quercus canbyi,-100.271112,25.548063
Quercus canbyi,-100.46598,25.585298
Quercus canbyi,-100.342361,25.599455
Quercus canbyi,-100.344437,25.601208
Quercus canbyi,-100.351103,25.602218
Quercus canbyi,-100.351817,25.602352
Quercus canbyi,-100.3525,25.60639
Quercus canbyi,-100.3525,25.60639
Quercus canbyi,-100.354536,25.606816
Quercus canbyi,-100.3547,25.609973
Quercus canbyi,-100.35167,25.61528
Quercus canbyi,-100.360976,25.616281
Quercus canbyi,-100.360156,25.618062
Quercus canbyi,-100.361195,25.618261
Quercus canbyi,-100.212578,25.62735
Quercus canbyi,-100.210083,25.630327
Quercus canbyi,-100.207637,25.631272
Quercus canbyi,-100.207608,25.631324
Quercus canbyi,-100.206879,25.63217
Quercus canbyi,-100.206314,25.632826
Quercus canbyi,-100.245523,25.642416
Quercus canbyi,-100.244031,25.642835
Quercus canbyi,-100.256273,25.661202
Quercus canbyi,-100.255692,25.66279
Quercus canbyi,-100.257121,25.666638
Quercus canbyi,-100.257303,25.666723
Quercus canbyi,-100.251411,25.666861
Quercus canbyi,-100.250809,25.668911
Quercus canbyi,-100.398046,25.729939
Quercus canbyi,-100.247353,25.851917
Quercus canbyi,-100.55,26.55
Quercus canbyi,-100.55,26.55
Quercus canbyi,-100.28333,26.63333
Quercus canbyi,-97.731667,30.313333
Quercus canbyi,-97.731112,30.313888
Quercus canbyi,-97.731945,30.314722
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi,NA,NA
Quercus canbyi  Trelease,NA,NA
Quercus canbyi  Trelease,NA,NA
Quercus canbyi  Trelease,NA,NA
Quercus canbyi  Trelease,NA,NA
Quercus canbyi  Trelease,NA,NA
Quercus canbyi  Trelease,NA,NA
Quercus canbyi  Trelease,NA,NA
Quercus canbyi  Trelease,NA,NA
Quercus canbyi berlandieri,NA,NA
Quercus canbyi berlandieri,NA,NA
Quercus canbyi Cory & Parks,NA,NA
Quercus canbyi Cory & Parks,NA,NA
Quercus canbyi Cory & Parks,NA,NA
Quercus canbyi Cory & Parks,NA,NA
Quercus canbyi Cory & Parks,NA,NA
Quercus canbyi Cory & Parks,NA,NA
Quercus canbyi Cory & Parks,NA,NA
Quercus canbyi Cory & Parks,NA,NA
Quercus canbyi Cory & Parks,NA,NA
Quercus canbyi Cory & Parks,NA,NA
Quercus canbyi Cory & Parks,NA,NA
Quercus canbyi Cory & Parks,NA,NA
Quercus canbyi Cory & Parks,NA,NA
Quercus canbyi f. ascendens,NA,NA
Quercus canbyi f. ascendens,NA,NA
Quercus canbyi f. ascendens Trelease,NA,NA
Quercus canbyi f. attenuata,NA,NA
Quercus canbyi f. attenuata C. H. Müller,NA,NA
Quercus canbyi f. berlandieri Trel.,NA,NA
Quercus canbyi f. berlandieri Trelease,NA,NA
Quercus canbyi f. berlandierii Trel.,-102.53278,23.95056
Quercus canbyi f. concolor,NA,NA
Quercus canbyi f. karwinskii C. H. Müller,NA,NA
Quercus canbyi f. pedunculata C. H. Müller,NA,NA
Quercus canbyi f. setacea C. H. Müller,NA,NA
Quercus canbyi f. subovatifolia,NA,NA
Quercus canbyi f. subovatifolia C. H. Müller,NA,NA
Quercus canbyi f. subovatifolia C. H. Müller,NA,NA
Quercus canbyi f. subovatifolia C. H. Müller,NA,NA
Quercus canbyi pedunculata,NA,NA
Quercus canbyi setacea,NA,NA
Quercus canbyi subovatifolia,NA,NA
Quercus canbyi Trel.,-102,23
Quercus canbyi Trel.,-99.593055,23.577777
Quercus canbyi Trel.,-99.14611,23.73611
Quercus canbyi Trel.,-99.733333,23.966667
Quercus canbyi Trel.,-99.733333,23.966667
Quercus canbyi Trel.,-99.728611,24.442222
Quercus canbyi Trel.,-99.93194,24.53588
Quercus canbyi Trel.,-99.91,24.55
Quercus canbyi Trel.,-99.88,24.61
Quercus canbyi Trel.,-99.91,24.73
Quercus canbyi Trel.,-99.81,24.74
Quercus canbyi Trel.,-99.94,24.75
Quercus canbyi Trel.,-99.98,24.85
Quercus canbyi Trel.,-100.216667,24.866667
Quercus canbyi Trel.,-100.23333,24.86667
Quercus canbyi Trel.,-100.08,25.01
Quercus canbyi Trel.,-100.16,25.26
Quercus canbyi Trel.,-100.14,25.3
Quercus canbyi Trel.,-99.83111,25.60111
Quercus canbyi Trel.,-100.3,25.67
Quercus canbyi Trel.,-100.3,25.67
Quercus canbyi Trel.,-100.35,25.770833
Quercus canbyi Trel.,-100.35,25.770833
Quercus canbyi Trel.,-99.31,26.01
Quercus canbyi Trel.,-100.492,26.401888
Quercus canbyi Trel.,-99.8458,27.0303
Quercus canbyi Trel.,-99.8458,27.0303
Quercus canbyi Trel.,-103.310214,29.207905
Quercus canbyi Trel.,-103.310214,29.207905
Quercus canbyi Trel.,-103.310214,29.207905
Quercus canbyi Trel.,-103.310214,29.207905
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trel.,NA,NA
Quercus canbyi Trelease,NA,NA
Quercus canbyi Trelease,NA,NA
Quercus caput-rivuli,-93.813516,33.614565
Quercus caput-rivuli,-93.813516,33.614565
Quercus caput-rivuli,NA,NA
Quercus caput-rivuli,NA,NA
Quercus caput-rivuli,NA,NA
Quercus caput-rivuli,NA,NA
Quercus caput-rivuli,NA,NA
Quercus caput-rivuli,NA,NA
Quercus caput-rivuli,NA,NA
Quercus caput-rivuli,NA,NA
Quercus caput-rivuli,NA,NA
Quercus caput-rivuli,NA,NA
Quercus caput-rivuli,NA,NA
Quercus caput-rivuli,NA,NA
Quercus caput-rivuli,NA,NA
Quercus caput-rivuli,NA,NA
Quercus caput-rivuli,NA,NA
Quercus caput-rivuli,NA,NA
Quercus caput-rivuli,NA,NA
Quercus caput-rivuli,NA,NA
Quercus caput-rivuli,NA,NA
Quercus caput-rivuli Ashe,-86.582009,30.750479
Quercus caput-rivuli Ashe,NA,NA
Quercus caput-rivuli Ashe,NA,NA
Quercus caput-rivuli Ashe,NA,NA
Quercus cedrosensis,-115.2445,28.1226
Quercus cedrosensis,-115.2383,28.1235
Quercus cedrosensis,-115.2256,28.12599
Quercus cedrosensis,-115.19305,28.1264
Quercus cedrosensis,-115.22118,28.12899
Quercus cedrosensis,-115.2205,28.1295
Quercus cedrosensis,-115.2215,28.1315
Quercus cedrosensis,-115.2242,28.137205
Quercus cedrosensis,-115.2242,28.137205
Quercus cedrosensis,-115.21667,28.1375
Quercus cedrosensis,-115.233,28.1612
Quercus cedrosensis,-115.233,28.1612
Quercus cedrosensis,-115.2186,28.1692
Quercus cedrosensis,-115.25,28.21667
Quercus cedrosensis,-115.25,28.2167
Quercus cedrosensis,-115.2123,28.2866
Quercus cedrosensis,-115.1944,28.287
Quercus cedrosensis,-115.183333,28.291667
Quercus cedrosensis,-115.208333,28.291667
Quercus cedrosensis,-115.18333,28.29167
Quercus cedrosensis,-115.21795,28.34499
Quercus cedrosensis,-115.21667,28.35
Quercus cedrosensis,-115.21667,28.35
Quercus cedrosensis,-115.216667,28.35
Quercus cedrosensis,-115.22259,28.35081
Quercus cedrosensis,-115.21652,28.35179
Quercus cedrosensis,-115.217,28.3518
Quercus cedrosensis,-115.217,28.3518
Quercus cedrosensis,-115.217,28.3542
Quercus cedrosensis,-113.55041,28.68395
Quercus cedrosensis,-113.57501,28.7103
Quercus cedrosensis,-113.57501,28.7103
Quercus cedrosensis,-113.633333,28.716667
Quercus cedrosensis,-113.633333,28.716667
Quercus cedrosensis,-113.63333,28.71667
Quercus cedrosensis,-113.63,28.72
Quercus cedrosensis,-113.60361,28.73778
Quercus cedrosensis,-113.60361,28.73778
Quercus cedrosensis,-113.60361,28.73778
Quercus cedrosensis,-113.916667,28.783333
Quercus cedrosensis,-113.57143,28.82716
Quercus cedrosensis,-113.66667,28.83333
Quercus cedrosensis,-113.66667,28.83333
Quercus cedrosensis,-113.66667,28.83333
Quercus cedrosensis,-113.78333,28.85
Quercus cedrosensis,-113.783333,28.85
Quercus cedrosensis,-113.58659,28.90172
Quercus cedrosensis,-113.625,28.908333
Quercus cedrosensis,-115.56094,30.17965
Quercus cedrosensis,-115.65967,30.36352
Quercus cedrosensis,-115.75,30.49583
Quercus cedrosensis,-115.48333,30.75
Quercus cedrosensis,-115.51667,30.76667
Quercus cedrosensis,-115.5,30.78333
Quercus cedrosensis,-115.67046,30.87097
Quercus cedrosensis,-115.65,30.883333
Quercus cedrosensis,-115.64178,30.90384
Quercus cedrosensis,-115.68333,30.96667
Quercus cedrosensis,-116.208482,31.232512
Quercus cedrosensis,-116.33333,31.24167
Quercus cedrosensis,-116.30833,31.25833
Quercus cedrosensis,-116.33215,31.2758
Quercus cedrosensis,-116.33215,31.2758
Quercus cedrosensis,-116.230428,31.282746
Quercus cedrosensis,-116.33333,31.28333
Quercus cedrosensis,-116.32,31.29
Quercus cedrosensis,-116.32,31.29
Quercus cedrosensis,-116.343333,31.291944
Quercus cedrosensis,-116.33316,31.29305
Quercus cedrosensis,-116.31667,31.3
Quercus cedrosensis,-116.3167,31.3
Quercus cedrosensis,-116.316667,31.3
Quercus cedrosensis,-116.32,31.3
Quercus cedrosensis,-116.333333,31.316667
Quercus cedrosensis,-116.333333,31.316667
Quercus cedrosensis,-116.333333,31.316667
Quercus cedrosensis,-116.33333,31.31667
Quercus cedrosensis,-116.416667,31.333333
Quercus cedrosensis,-116.407,31.33469
Quercus cedrosensis,-116.40694,31.33472
Quercus cedrosensis,-116.53333,31.58333
Quercus cedrosensis,-116.5,31.583333
Quercus cedrosensis,-116.50493,31.78722
Quercus cedrosensis,-116.754284,31.806908
Quercus cedrosensis,-116.778378,31.807528
Quercus cedrosensis,-116.704946,31.810922
Quercus cedrosensis,-116.470113,31.811999
Quercus cedrosensis,-116.50425,31.812336
Quercus cedrosensis,-116.443106,31.812738
Quercus cedrosensis,-116.515538,31.816944
Quercus cedrosensis,-116.555401,31.821506
Quercus cedrosensis,-116.508922,31.825884
Quercus cedrosensis,-116.478886,31.847528
Quercus cedrosensis,-116.725648,31.852209
Quercus cedrosensis,-116.506156,31.85231
Quercus cedrosensis,-116.425345,31.860879
Quercus cedrosensis,-116.525645,31.867917
Quercus cedrosensis,-116.669326,31.868526
Quercus cedrosensis,-116.550159,31.884299
Quercus cedrosensis,-116.406378,31.891401
Quercus cedrosensis,-116.504809,31.898119
Quercus cedrosensis,-116.502683,31.91497
Quercus cedrosensis,-116.55878,31.922031
Quercus cedrosensis,-116.676991,31.925481
Quercus cedrosensis,-116.751428,31.926619
Quercus cedrosensis,-116.602771,31.930631
Quercus cedrosensis,-116.6,31.93333
Quercus cedrosensis,-116.6,31.933333
Quercus cedrosensis,-116.718477,31.937646
Quercus cedrosensis,-116.437001,31.943262
Quercus cedrosensis,-116.552352,31.951788
Quercus cedrosensis,-116.6,31.95417
Quercus cedrosensis,-116.51445,31.954324
Quercus cedrosensis,-116.6,31.95833
Quercus cedrosensis,-116.6583,31.95833
Quercus cedrosensis,-116.633333,31.966667
Quercus cedrosensis,-116.633,31.9667
Quercus cedrosensis,-116.510626,31.970999
Quercus cedrosensis,-116.510463,31.973016
Quercus cedrosensis,-116.58757,31.97885
Quercus cedrosensis,-116.510108,31.979057
Quercus cedrosensis,-116.403193,31.979191
Quercus cedrosensis,-116.8333,31.98333
Quercus cedrosensis,-116.81667,31.98333
Quercus cedrosensis,-116.81667,31.98333
Quercus cedrosensis,-116.81667,31.98333
Quercus cedrosensis,-116.833333,31.983333
Quercus cedrosensis,-115.85,32.1
Quercus cedrosensis,-116.84167,32.4
Quercus cedrosensis,-116.831003,32.412938
Quercus cedrosensis,-116.833333,32.416667
Quercus cedrosensis,-116.833,32.4167
Quercus cedrosensis,-116.83,32.42
Quercus cedrosensis,-116.903104,32.46984
Quercus cedrosensis,-116.961969,32.476377
Quercus cedrosensis,-116.857861,32.490399
Quercus cedrosensis,-116.824893,32.534573
Quercus cedrosensis,-116.85444,32.54611
Quercus cedrosensis,-116.859396,32.556221
Quercus cedrosensis,-116.8525,32.55831
Quercus cedrosensis,-116.8525,32.55833
Quercus cedrosensis,-116.8525,32.55833
Quercus cedrosensis,-116.85872,32.55847
Quercus cedrosensis,-116.84138,32.56023
Quercus cedrosensis,-116.82917,32.56083
Quercus cedrosensis,-116.82917,32.56083
Quercus cedrosensis,-116.829167,32.560833
Quercus cedrosensis,-116.80417,32.56222
Quercus cedrosensis,-116.80417,32.56222
Quercus cedrosensis,-116.798,32.564
Quercus cedrosensis,-116.797598,32.564255
Quercus cedrosensis,-116.7976,32.56426
Quercus cedrosensis,-116.716667,32.566667
Quercus cedrosensis,-116.725556,32.571667
Quercus cedrosensis,-116.725556,32.571667
Quercus cedrosensis,-116.725556,32.571667
Quercus cedrosensis,-116.72556,32.57167
Quercus cedrosensis,-116.72556,32.57167
Quercus cedrosensis,-116.72778,32.57222
Quercus cedrosensis,-116.727778,32.572222
Quercus cedrosensis,-116.727778,32.572222
Quercus cedrosensis,-116.72682,32.57231
Quercus cedrosensis,-116.71417,32.57667
Quercus cedrosensis,-116.811667,32.745833
Quercus cedrosensis,-116.9833,32.9333
Quercus cedrosensis,-118.494859,34.174779
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis,NA,NA
Quercus cedrosensis  C.H. Mull.,-113,27.516667
Quercus cedrosensis  C.H. Mull.,-113,27.516667
Quercus cedrosensis  C.H. Mull.,-115.183333,28.291667
Quercus cedrosensis  C.H. Mull.,-113.633333,28.716667
Quercus cedrosensis  C.H. Mull.,-113.633333,28.85
Quercus cedrosensis  C.H. Mull.,-113.625,28.908333
Quercus cedrosensis  C.H. Mull.,-115.5,30.783333
Quercus cedrosensis  C.H. Mull.,-115.65,30.883333
Quercus cedrosensis  C.H. Mull.,-116.5,31.566667
Quercus cedrosensis  C.H. Mull.,-116.533333,31.566667
Quercus cedrosensis  C.H. Mull.,-116.533333,31.566667
Quercus cedrosensis  C.H. Mull.,-116.533333,31.566667
Quercus cedrosensis  C.H. Mull.,-116.533333,31.566667
Quercus cedrosensis  C.H. Mull.,-116.533333,31.566667
Quercus cedrosensis  C.H. Mull.,-116.533333,31.566667
Quercus cedrosensis  C.H. Mull.,-116.727778,32.572222
Quercus cedrosensis  C.H. Mull.,NA,NA
Quercus cedrosensis  C.H. Mull.,NA,NA
Quercus cedrosensis  C.H. Mull.,NA,NA
Quercus cedrosensis  C.H. Mull.,NA,NA
Quercus cedrosensis  C.H. Mull.,NA,NA
Quercus cedrosensis  C.H. Mull.,NA,NA
Quercus cedrosensis  C.H. Mull.,NA,NA
Quercus cedrosensis  C.H. Mull.,NA,NA
Quercus cedrosensis  C.H. Mull.,NA,NA
Quercus cedrosensis  C.H. Mull.,NA,NA
Quercus cedrosensis  C.H. Mull.,NA,NA
Quercus cedrosensis  C.H. Mull.,NA,NA
Quercus cedrosensis  C.H. Mull.,NA,NA
Quercus cedrosensis  C.H. Mull.,NA,NA
Quercus cedrosensis (Muller),NA,NA
Quercus cedrosensis (Muller),NA,NA
Quercus cedrosensis (Muller),NA,NA
Quercus cedrosensis (Muller),NA,NA
Quercus cedrosensis (Muller),NA,NA
Quercus cedrosensis (Muller),NA,NA
Quercus cedrosensis (Muller),NA,NA
Quercus cedrosensis (Muller),NA,NA
Quercus cedrosensis (Muller),NA,NA
Quercus cedrosensis C. H. Müll.,NA,NA
Quercus cedrosensis C.H. MÃ¼ll.,-116.333332,31.316665
