id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
163736,ASU,Pollen,,PreservedSpecimen,7171a6d8-1759-402d-b146-edaca14b6fba,,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,"J.E. Canright",,,,,,,,,,,,,0,,,,,USA,Georgia,Burrow,,,,1,,,,,,,,,,,,,,,,,,,,,"2019-08-14 03:19:22",4403,10,urn:uuid:7171a6d8-1759-402d-b146-edaca14b6fba,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=163736
4159767,TTRS,,,PreservedSpecimen,urn:uuid:739e1339-5722-4978-87cf-e5ab75c55d46,TTRS_000006660,5005,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,"Godfrey, Robert K.",,,,1980,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality",,,,,,,,,,,,,"United States",Florida,,,,,1,,,,,,,,,,,,,,,,,,,,,"2019-08-14 03:19:22",TTRS_000006660,174,urn:uuid:2bed2e19-da11-48d8-95a1-29f71a29d1fd,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=4159767
4159768,TTRS,,,PreservedSpecimen,urn:uuid:f79a60ef-87f3-467d-82d5-45d95d608aa4,TTRS_000006661,5014,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,"Godfrey, Robert K.",,,,1980,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, georeferenceRemarks, georeferenceProtocol",,,,,,,,,,,,,"United States",Georgia,Newton,,,,1,,,,,,,,,,,,,,,,,,,,,"2019-08-14 03:19:22",TTRS_000006661,174,urn:uuid:352e7380-5b1b-4fe8-9150-d66fcce3692b,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=4159768
5628635,ALBC,,,PreservedSpecimen,88215fba-73c7-49f2-8279-dc81eefce7ba,ALBC003844,"Accesion Number 000433","Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,1897,,,,,,"From the Biltmore Herbarium. Herbarium of C.W. Fallass (Coll. #1252). Petoskey, Michigan.",,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality",,,,,,,,,,,,,"United States",Georgia,,,,,1,,,,,,,,,,,,,,,,,,,,,"2019-08-14 03:19:22",,201,urn:uuid:88215fba-73c7-49f2-8279-dc81eefce7ba,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5628635
5725788,LSU,"Vascular Plants",,PreservedSpecimen,44592f04-27a5-11e3-8d47-005056be0003,LSU00079294,50910,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,"Lowell E. Urbatsch",,,,1968,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,,,,,,,,,,,"United States",Georgia,Newton,,,,1,,,,,,,,,,,,,,,,,,,,Modifier,"2005-07-11 12:00:00",83959,210,urn:uuid:1d8734e2-28b0-4e87-98b3-9eecbfaf084f,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5725788
5792245,MISSA,,,PreservedSpecimen,a6df790a-f5d3-4c8d-9532-d06bfb5828f9,MISSA014874,8368,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,"Allen H. Curtiss",,,,,,,,,,,,,,,"field values redacted: verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferencedBy, georeferenceSources, georeferenceVerificationStatus",,,,,,sterile,,,,,,,"United States",Georgia,"De Kalb",,,,1,,,,,,,,,,,,,,,,,,,,mabi,"2019-08-14 03:19:22",,216,urn:uuid:a6df790a-f5d3-4c8d-9532-d06bfb5828f9,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5792245
5854098,DSC,,,PreservedSpecimen,deb51f12-f697-4608-8c90-68fd56a4d510,DSC103990,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,FAGACEAE,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,"Georgia oak",,,"M. P. Burbanck, A. Rebuck, R. Nunan",,,,1957,,,,,,"Collected by the Southern Appalachian Botanical Club, Sixteenth Distribution of Southeastern Plants, #1511.",,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,,,,,,,,,,,"United States",Georgia,DeKalb,,,,1,,,,,,,,,,,,,,,,,,,,,"2019-08-14 03:19:22",,218,urn:uuid:deb51f12-f697-4608-8c90-68fd56a4d510,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5854098
5885819,MISS,,,PreservedSpecimen,aac31f8c-8d1d-4398-b4f5-b3eafc203e94,MISS0018655,36303,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,"S. B. Jones",,,,1969,,,,,,"Det: W. H. Duncan, 4 m tall small tree",,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,,,,,,,,,,,USA,Georgia,Walton,,,,1,,,,,,,,,,,,,,,,,,,,lucilemccook,"2019-08-14 03:19:22",,220,urn:uuid:aac31f8c-8d1d-4398-b4f5-b3eafc203e94,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5885819
6025237,USMS,,,PreservedSpecimen,680e18b8-ecd1-40b9-aa2a-6c9c1669fdeb,USMS_000010888,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,"field values redacted: locality",,,,,,,,,,,,,"United States",Georgia,"Lowndes County",,,,1,,,,,,,,,,,,,,,,,,,,,"2019-08-14 03:19:22",,221,urn:uuid:680e18b8-ecd1-40b9-aa2a-6c9c1669fdeb,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6025237
6460566,NY,,,PreservedSpecimen,363b48a2-f0ca-46a5-bf75-30e4b426908e,248643,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,"Unspecified Determiner",,,,,,"possible type","H. W. Ravenel",,,,,,,,,,,,,,,"field values redacted: verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, georeferenceSources",,,,,,,,,,,,sheet,"United States of America",Georgia,"DeKalb Co.",,,,1,,,,,,,,,,,,,,,,,,,en,,"2021-01-06 21:45:38",363b48a2-f0ca-46a5-bf75-30e4b426908e,40,urn:uuid:8a14589d-83c0-410a-a07b-7fd20ea67e78,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6460566
6496982,NY,,,PreservedSpecimen,9e887dbc-3ce5-4f7c-9fb5-9d1dfac7ee0d,248644,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,"Unspecified Determiner",,,,,,"possible type","H. W. Ravenel",,,,,,,,,,,,,,,"field values redacted: verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, georeferenceSources",,,,,,,,,,,,sheet,"United States of America",Georgia,"DeKalb Co.",,,,1,,,,,,,,,,,,,,,,,,,en,,"2021-01-06 21:45:38",9e887dbc-3ce5-4f7c-9fb5-9d1dfac7ee0d,40,urn:uuid:0c8e4e15-bbc9-4312-8388-9cebe8bcecb9,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6496982
6697447,FSU,,,PreservedSpecimen,urn:uuid:2e629f7c-8396-4517-bcf8-a43917085831,000112472,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Rockdale,,,,1,,,,,,,,,,,,,,,,,,,en,leahutt,"2019-08-14 03:19:22",,151,urn:uuid:b5d12f5c-b7b3-4168-afb0-5de6f88b3c8d,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6697447
6697448,FSU,,,PreservedSpecimen,urn:uuid:6e8631de-6811-4d31-8bd2-7c5c4a06f4e9,000112466,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Dekalb,,,,1,,,,,,,,,,,,,,,,,,,en,leahutt,"2019-08-14 03:19:22",,151,urn:uuid:0ea5926e-c332-481e-8cdb-e83b7f3424d5,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6697448
6697449,FSU,,,PreservedSpecimen,urn:uuid:1ae2f85d-0a3d-460d-af16-89b552aed0f3,000112467,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","South Carolina",Kershaw,,,,1,,,,,,,,,,,,,,,,,,,en,leahutt,"2019-07-03 07:04:04",,151,urn:uuid:eeb13a65-5481-433e-a9e4-c6799883a2df,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6697449
6697450,FSU,,,PreservedSpecimen,urn:uuid:1406fefa-ed6b-41b7-bb44-db8c62c8cab0,000112468,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Newton,,,,1,,,,,,,,,,,,,,,,,,,en,leahutt,"2019-08-14 03:19:22",,151,urn:uuid:7784f269-131a-4a14-8ff6-ee3dfde91ac1,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6697450
6697452,FSU,,,PreservedSpecimen,urn:uuid:2c6ef582-b746-4655-8dea-d89c2c68ee6c,000112469,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,Chambers,,,,1,,,,,,,,,,,,,,,,,,,en,sarahbardolph,"2019-08-14 03:19:22",,151,urn:uuid:fc8af4ac-e587-46af-a1ea-26dba64aadbb,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6697452
6697454,FSU,,,PreservedSpecimen,urn:uuid:06dab199-277c-4a0a-8086-5f54fee47254,000112470,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Newton,,,,1,,,,,,,,,,,,,,,,,,,en,leahutt,"2019-08-14 03:19:22",,151,urn:uuid:28f45370-09f0-4afc-8a10-3753aac7efa0,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6697454
6697455,FSU,,,PreservedSpecimen,urn:uuid:e315a5fb-8ddb-42c3-8574-c4adfe2be5da,000112471,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Newton,,,,1,,,,,,,,,,,,,,,,,,,en,leahutt,"2019-08-14 03:19:22",,151,urn:uuid:923958f2-aa86-4d0c-8d16-7d0e856c38a1,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6697455
6697456,FSU,,,PreservedSpecimen,urn:uuid:7e11919e-089b-48a7-a073-3bb64103b64a,000112473,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Dekalb,,,,1,,,,,,,,,,,,,,,,,,,en,leahutt,"2019-08-14 03:19:22",,151,urn:uuid:592e8c52-d32e-4551-b0dc-9a086f9f6f4f,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6697456
6697458,FSU,,,PreservedSpecimen,urn:uuid:de872fd5-707d-4fc9-8f0f-76834a63e878,000112474,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Walton,,,,1,,,,,,,,,,,,,,,,,,,en,leahutt,"2019-08-14 03:19:22",,151,urn:uuid:8a7cd0dc-3662-4a49-864a-84e028d4e534,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6697458
6697459,FSU,,,PreservedSpecimen,urn:uuid:460605c4-aedd-471f-b17b-e9a8b5656060,000112475,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Dekalb,,,,1,,,,,,,,,,,,,,,,,,,en,leahutt,"2019-08-14 03:19:22",,151,urn:uuid:3b45ecca-f0b9-49a1-8183-460870bd251a,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6697459
6697460,FSU,,,PreservedSpecimen,urn:uuid:487f55a0-11d0-49b3-8b3e-f53b9f7addf8,000112476,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Rockdale,,,,1,,,,,,,,,,,,,,,,,,,en,leahutt,"2019-08-14 03:19:22",,151,urn:uuid:90e6fec1-0132-446b-a57f-2b93d1bbd5ea,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6697460
6697461,FSU,,,PreservedSpecimen,urn:uuid:e31733ec-2df3-491b-beac-36078e83d852,000112477,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Rockdale,,,,1,,,,,,,,,,,,,,,,,,,en,leahutt,"2019-08-14 03:19:22",,151,urn:uuid:ce87383a-5ec1-4e0f-84a9-ad4a23a76e3c,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6697461
6745468,MISSA,,,PreservedSpecimen,ddb791ec-1cf3-41de-97e0-22ebe71feba4,MISSA014873,22517,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,"M. P. Burbanck, A. Rebuck, & R. Nunan",,,,1957,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, habitat",,,,,,sterile,,,,,,,"United States",Georgia,"De Kalb",,,,1,,,,,,,,,,,,,,,,,,,,dsm367,"2019-08-14 03:19:22",,216,urn:uuid:ddb791ec-1cf3-41de-97e0-22ebe71feba4,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6745468
6759515,UWFP,,,PreservedSpecimen,69f71c2b-a843-43ec-8936-b6141a9701cf,UWFP010386,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,1,,,,,,,,,,,,,,,,,,,en,preprocessed,"2019-08-14 03:19:22",,260,urn:uuid:69f71c2b-a843-43ec-8936-b6141a9701cf,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6759515
6759516,UWFP,,,PreservedSpecimen,5f2cc8ec-7477-4b85-8336-fd6bf4427db6,UWFP010387,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,1,,,,,,,,,,,,,,,,,,,en,preprocessed,"2019-08-14 03:19:22",,260,urn:uuid:5f2cc8ec-7477-4b85-8336-fd6bf4427db6,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6759516
6759517,UWFP,,,PreservedSpecimen,548bc367-b692-48ab-9903-56f5e81a4b1d,UWFP010388,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,1,,,,,,,,,,,,,,,,,,,en,preprocessed,"2019-08-14 03:19:22",,260,urn:uuid:548bc367-b692-48ab-9903-56f5e81a4b1d,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6759517
7153725,WCUH,,,PreservedSpecimen,07589be9-086b-4b9c-999d-e7e852206515,WCUH0013112,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Harris,,,,1,,,,,,,,,,,,,,,,,,,en,"Emily Ashe","2019-08-14 03:19:22",,248,urn:uuid:07589be9-086b-4b9c-999d-e7e852206515,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=7153725
7449250,NCSC,,,PreservedSpecimen,584cc6f1-e378-44a2-8e0c-5b76fa10e744,NCSC00083597,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,DeKalb,,,,1,,,,,,,,,,,,,,,,,,,,preprocessed,"2019-08-14 03:19:22",,254,urn:uuid:584cc6f1-e378-44a2-8e0c-5b76fa10e744,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=7449250
7449251,NCSC,,,PreservedSpecimen,e9465de5-0182-4881-848a-d19d661a0c86,NCSC00083598,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,1,,,,,,,,,,,,,,,,,,,,preprocessed,"2019-08-14 03:19:22",,254,urn:uuid:e9465de5-0182-4881-848a-d19d661a0c86,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=7449251
7449252,NCSC,,,PreservedSpecimen,9b5cdef6-e6b0-4a1f-97b0-c3b3efa78a58,NCSC00083599,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,1,,,,,,,,,,,,,,,,,,,,preprocessed,"2019-08-14 03:19:22",,254,urn:uuid:9b5cdef6-e6b0-4a1f-97b0-c3b3efa78a58,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=7449252
7449253,NCSC,,,PreservedSpecimen,b658d246-54c2-4613-abf2-82ee0ca7a9bd,NCSC00083600,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,1,,,,,,,,,,,,,,,,,,,,preprocessed,"2019-08-14 03:19:22",,254,urn:uuid:b658d246-54c2-4613-abf2-82ee0ca7a9bd,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=7449253
7449254,NCSC,,,PreservedSpecimen,eef377aa-67c9-4813-b24b-304e387ccdcf,NCSC00083601,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Walton,,,,1,,,,,,,,,,,,,,,,,,,,preprocessed,"2019-08-14 03:19:22",,254,urn:uuid:eef377aa-67c9-4813-b24b-304e387ccdcf,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=7449254
7449255,NCSC,,,PreservedSpecimen,3bfc1602-4785-4bf3-8ad7-0e4f5edf5a91,NCSC00083602,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Walton,,,,1,,,,,,,,,,,,,,,,,,,,preprocessed,"2019-08-14 03:19:22",,254,urn:uuid:3bfc1602-4785-4bf3-8ad7-0e4f5edf5a91,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=7449255
7860177,MUHW,,,PreservedSpecimen,f13bd3ef-4141-4749-bfdc-fe3dc75ee6b7,MUHW012107,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Walton,,,,1,,,,,,,,,,,,,,,,,,,,Carrafleck,"2019-08-14 03:19:22",,225,urn:uuid:f13bd3ef-4141-4749-bfdc-fe3dc75ee6b7,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=7860177
